"AccSpeciesName","AccSpeciesID","Genus","SpeciesEpithet","Family","PlantGrowthForm","LeafType","LeafPhenology","PhotosyntheticPathway","param_count_before","param_count_after","PFT","spec.name","scientificName","taxonomicStatus","New.accepted","scientificNameAuthorship","genus","family","taxonID"
"Ptychopetalum petiolatum",44987,"Ptychopetalum","petiolatum","Olacaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Ptychopetalum petiolatum","Ptychopetalum petiolatum","Accepted",FALSE,"Oliv.","Ptychopetalum","Olacaceae","wfo-0001087323"
"Pycnanthus angolensis",45137,"Pycnanthus","angolensis","Myristicaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Pycnanthus angolensis","Pycnanthus angolensis","Accepted",FALSE,"(Welw.) Warb.","Pycnanthus","Myristicaceae","wfo-0000476435"
"Pyrostria bibracteata",45194,"Pyrostria","bibracteata","Rubiaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Pyrostria bibracteata","Pyrostria bibracteata","Accepted",FALSE,"(Baker) Cavaco","Pyrostria","Rubiaceae","wfo-0000289269"
"Quassia undulata",45309,"Quassia","undulata","Simaroubaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Quassia undulata","Odyendea klaineana","Accepted",TRUE,"(Pierre) Engl.","Odyendea","Simaroubaceae","wfo-0001140413"
"Quercus ilex",45402,"Quercus","ilex","Fagaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Quercus ilex","Quercus ilex","Accepted",FALSE,"L.","Quercus","Fagaceae","wfo-0000291202"
"Quercus suber",45490,"Quercus","suber","Fagaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Quercus suber","Quercus suber","Accepted",FALSE,"L.","Quercus","Fagaceae","wfo-0000293451"
"Rapanea melanophloeos",45786,"Rapanea","melanophloeos","Myrsinaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Rapanea melanophloeos","Myrsine melanophloeos","Accepted",TRUE,"(L.) R.Br. ex Sweet","Myrsine","Primulaceae","wfo-0000449092"
"Rauvolfia vomitoria",45838,"Rauvolfia","vomitoria","Apocynaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Rauvolfia vomitoria","Rauvolfia vomitoria","Accepted",FALSE,"Wennberg","Rauvolfia","Apocynaceae","wfo-0000295213"
"Rawsonia lucida",45856,"Rawsonia","lucida","Flacourtiaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Rawsonia lucida","Rawsonia lucida","Accepted",FALSE,"Harv. & Sond.","Rawsonia","Achariaceae","wfo-0000899604"
"Rhamnus prinoides",46009,"Rhamnus","prinoides","Rhamnaceae","shrub/tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Rhamnus prinoides","Rhamnus prinoides","Accepted",FALSE,"L'Hér.","Rhamnus","Rhamnaceae","wfo-0000460040"
"Rhigozum zambesiacum",46069,"Rhigozum","zambesiacum","Bignoniaceae","shrub/tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Rhigozum zambesiacum","Rhigozum zambesiacum","Accepted",FALSE,"Baker","Rhigozum","Bignoniaceae","wfo-0000779504"
"Rinorea ilicifolia",46578,"Rinorea","ilicifolia","Violaceae","shrub/tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Rinorea ilicifolia","Rinorea ilicifolia","Accepted",FALSE,"Kuntze","Rinorea","Violaceae","wfo-0000464352"
"Rinorea welwitschii",46597,"Rinorea","welwitschii","Violaceae","shrub/tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Rinorea welwitschii","Rinorea welwitschii","Accepted",FALSE,"Kuntze","Rinorea","Violaceae","wfo-0000464518"
"Rothmannia engleriana",46838,"Rothmannia","engleriana","Rubiaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Rothmannia engleriana","Rothmannia engleriana","Accepted",FALSE,"(K.Schum.) Keay","Rothmannia","Rubiaceae","wfo-0000298224"
"Rothmannia globosa",46840,"Rothmannia","globosa","Rubiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Rothmannia globosa","Rothmannia globosa","Accepted",FALSE,"(Hochst.) Keay","Rothmannia","Rubiaceae","wfo-0000298233"
"Rothmannia manganjae",46843,"Rothmannia","manganjae","Rubiaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Rothmannia manganjae","Rothmannia manganjae","Accepted",FALSE,"(Hiern) Keay","Rothmannia","Rubiaceae","wfo-0000298257"
"Rytigynia uhligii",47620,"Rytigynia","uhligii","Rubiaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Rytigynia uhligii","Rytigynia uhligii","Accepted",FALSE,"(K.Schum. & K.Krause) Verdc.","Rytigynia","Rubiaceae","wfo-0000299240"
"Saba comorensis",47623,"Saba","comorensis","Apocynaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Saba comorensis","Saba comorensis","Accepted",FALSE,"(Bojer) Pichon","Saba","Apocynaceae","wfo-0000299250"
"Saba senegalensis",47624,"Saba","senegalensis","Apocynaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Saba senegalensis","Saba senegalensis","Accepted",FALSE,"(A.DC.) Pichon","Saba","Apocynaceae","wfo-0000299252"
"Salacia leptoclada",47737,"Salacia","leptoclada","Celastraceae","shrub/tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Salacia leptoclada","Salacia leptoclada","Accepted",FALSE,"Tul.","Salacia","Celastraceae","wfo-0001065381"
"Salvadora persica",48076,"Salvadora","persica","Salvadoraceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Salvadora persica","Salvadora persica","Accepted",FALSE,"L.","Salvadora","Salvadoraceae","wfo-0000492914"
"Schotia afra",48975,"Schotia","afra","Fabaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Schotia afra","Schotia afra","Accepted",FALSE,"Thunb.","Schotia","Fabaceae","wfo-0000170677"
"Schotia brachypetala",48976,"Schotia","brachypetala","Fabaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Schotia brachypetala","Schotia brachypetala","Accepted",FALSE,"Sond.","Schotia","Fabaceae","wfo-0000170688"
"Scolopia mundii",49186,"Scolopia","mundii","Flacourtiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Scolopia mundii","Scolopia mundii","Accepted",FALSE,"(Nees) Warb.","Scolopia","Salicaceae","wfo-0001062871"
"Scolopia zeyheri",49192,"Scolopia","zeyheri","Flacourtiaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Scolopia zeyheri","Scolopia zeyheri","Accepted",FALSE,"(Nees) Szyszyl.","Scolopia","Salicaceae","wfo-0000913951"
"Scorodophloeus zenkeri",49198,"Scorodophloeus","zenkeri","Fabaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Scorodophloeus zenkeri","Scorodophloeus zenkeri","Accepted",FALSE,"Harms","Scorodophloeus","Fabaceae","wfo-0000170783"
"Scottellia kamerunensis",49217,"Scottellia","kamerunensis","Flacourtiaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Scottellia kamerunensis","Scottellia klaineana","Accepted",TRUE,"Pierre","Scottellia","Achariaceae","wfo-0000913935"
"Scyphocephalium mannii",49286,"Scyphocephalium","mannii","Myristicaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Scyphocephalium mannii","Scyphocephalium mannii","Accepted",FALSE,"(Benth.) Warb.","Scyphocephalium","Myristicaceae","wfo-0001085211"
"Senna siamea",49705,"Senna","siamea","Fabaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Senna siamea","Senna siamea","Accepted",FALSE,"(Lam.) H.S.Irwin & Barneby","Senna","Fabaceae","wfo-0000164745"
"Sesbania sesban",49822,"Sesbania","sesban","Fabaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Sesbania sesban","Sesbania sesban","Accepted",FALSE,"(L.) Merr.","Sesbania","Fabaceae","wfo-0000178461"
"Sideroxylon inerme",50148,"Sideroxylon","inerme","Sapotaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Sideroxylon inerme","Sideroxylon inerme","Accepted",FALSE,"L.","Sideroxylon","Sapotaceae","wfo-0000310772"
"Sloanea rhodantha",50531,"Sloanea","rhodantha","Elaeocarpaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Sloanea rhodantha","Sloanea rhodantha","Accepted",FALSE,"(Baker) Capuron","Sloanea","Elaeocarpaceae","wfo-0001046551"
"Sorindeia madagascariensis",51169,"Sorindeia","madagascariensis","Anacardiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Sorindeia madagascariensis","Sorindeia madagascariensis","Accepted",FALSE,"DC.","Sorindeia","Anacardiaceae","wfo-0001049423"
"Spathodea campanulata",51235,"Spathodea","campanulata","Bignoniaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Spathodea campanulata","Spathodea campanulata","Accepted",FALSE,"P.Beauv.","Spathodea","Bignoniaceae","wfo-0000779723"
"Spirostachys africana",51412,"Spirostachys","africana","Euphorbiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Spirostachys africana","Spirostachys africana","Accepted",FALSE,"Sond.","Spirostachys","Euphorbiaceae","wfo-0000313535"
"Staudtia kamerunensis",51602,"Staudtia","kamerunensis","Myristicaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Staudtia kamerunensis","Staudtia kamerunensis","Accepted",FALSE,"Warb.","Staudtia","Myristicaceae","wfo-0001085238"
"Streblus dimepate",51982,"Streblus","dimepate","Moraceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Streblus dimepate","Streblus dimepate","Accepted",FALSE,"(Bureau) C.C.Berg","Streblus","Moraceae","wfo-0001084938"
"Strephonema pseudocola",71771,"Strephonema","pseudocola","Combretaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Strephonema pseudocola","Strephonema pseudocola","Accepted",FALSE,"A.Chev.","Strephonema","Combretaceae","wfo-0000496641"
"Strombosia grandifolia",52063,"Strombosia","grandifolia","Olacaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Strombosia grandifolia","Strombosia grandifolia","Accepted",FALSE,"Hook.f. ex Benth.","Strombosia","Olacaceae","wfo-0000505579"
"Strombosia pustulata",52066,"Strombosia","pustulata","Olacaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Strombosia pustulata","Strombosia pustulata","Accepted",FALSE,"Oliv.","Strombosia","Olacaceae","wfo-0000505595"
"Strombosia scheffleri",52068,"Strombosia","scheffleri","Olacaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Strombosia scheffleri","Strombosia scheffleri","Accepted",FALSE,"Engl.","Strombosia","Olacaceae","wfo-0000505590"
"Strombosiopsis tetrandra",52071,"Strombosiopsis","tetrandra","Olacaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Strombosiopsis tetrandra","Strombosiopsis tetrandra","Accepted",FALSE,"Engl.","Strombosiopsis","Olacaceae","wfo-0000505560"
"Strychnos decussata",52113,"Strychnos","decussata","Loganiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Strychnos decussata","Strychnos decussata","Accepted",FALSE,"(Pappe) Gilg","Strychnos","Loganiaceae","wfo-0001073843"
"Strychnos henningsii",52120,"Strychnos","henningsii","Loganiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Strychnos henningsii","Strychnos henningsii","Accepted",FALSE,"Gilg","Strychnos","Loganiaceae","wfo-0000502962"
"Strychnos pungens",52145,"Strychnos","pungens","Loganiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Strychnos pungens","Strychnos pungens","Accepted",FALSE,"Soler.","Strychnos","Loganiaceae","wfo-0000503006"
"Suregada zanzibariensis",52349,"Suregada","zanzibariensis","Euphorbiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Suregada zanzibariensis","Suregada zanzibariensis","Accepted",FALSE,"Baill.","Suregada","Euphorbiaceae","wfo-0000317684"
"Symphonia globulifera",52505,"Symphonia","globulifera","Clusiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Symphonia globulifera","Symphonia globulifera","Accepted",FALSE,"L.f.","Symphonia","Clusiaceae","wfo-0000438147"
"Synsepalum brevipes",52640,"Synsepalum","brevipes","Sapotaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Synsepalum brevipes","Synsepalum brevipes","Accepted",FALSE,"(Baker) T.D.Penn.","Synsepalum","Sapotaceae","wfo-0000318137"
"Syzygium cordatum",52699,"Syzygium","cordatum","Myrtaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Syzygium cordatum","Syzygium cordatum","Accepted",FALSE,"Hochst. ex Krauss","Syzygium","Myrtaceae","wfo-0000318491"
"Syzygium guineense",52733,"Syzygium","guineense","Myrtaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Syzygium guineense","Syzygium guineense","Accepted",FALSE,"(Willd.) DC.","Syzygium","Myrtaceae","wfo-0000318724"
"Syzygium jambos",52742,"Syzygium","jambos","Myrtaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Syzygium jambos","Syzygium jambos","Accepted",FALSE,"(L.) Alston","Syzygium","Myrtaceae","wfo-0000318809"
"Syzygium parvifolium",52769,"Syzygium","parvifolium","Myrtaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Syzygium parvifolium","Syzygium parvifolium","Accepted",FALSE,"(Engl.) Mildbr.","Syzygium","Myrtaceae","wfo-0000319170"
"Syzygium sclerophyllum",52785,"Syzygium","sclerophyllum","Myrtaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Syzygium sclerophyllum","Syzygium sclerophyllum","Accepted",FALSE,"Thwaites","Syzygium","Myrtaceae","wfo-0000319408"
"Tabernaemontana crassa",52853,"Tabernaemontana","crassa","Apocynaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Tabernaemontana crassa","Tabernaemontana crassa","Accepted",FALSE,"Benth.","Tabernaemontana","Apocynaceae","wfo-0000319808"
"Tabernaemontana pachysiphon",52863,"Tabernaemontana","pachysiphon","Apocynaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Tabernaemontana pachysiphon","Tabernaemontana pachysiphon","Accepted",FALSE,"Stapf","Tabernaemontana","Apocynaceae","wfo-0000320031"
"Tabernaemontana stapfiana",52874,"Tabernaemontana","stapfiana","Apocynaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Tabernaemontana stapfiana","Tabernaemontana stapfiana","Accepted",FALSE,"Britten","Tabernaemontana","Apocynaceae","wfo-0000320128"
"Tamarindus indica",52970,"Tamarindus","indica","Fabaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Tamarindus indica","Tamarindus indica","Accepted",FALSE,"L.","Tamarindus","Fabaceae","wfo-0000170926"
"Tambourissa thouvenotii",53002,"Tambourissa","thouvenotii","Monimiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Tambourissa thouvenotii","Tambourissa thouvenotii","Accepted",FALSE,"Danguy","Tambourissa","Monimiaceae","wfo-0001084516"
"Tarchonanthus camphoratus",53489,"Tarchonanthus","camphoratus","Asteraceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Tarchonanthus camphoratus","Tarchonanthus camphoratus","Accepted",FALSE,"L.","Tarchonanthus","Asteraceae","wfo-0000116602"
"Terminalia sambesiaca",53755,"Terminalia","sambesiaca","Combretaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Terminalia sambesiaca","Terminalia sambesiaca","Accepted",FALSE,"Engl. & Diels","Terminalia","Combretaceae","wfo-0001296426"
"Terminalia superba",53769,"Terminalia","superba","Combretaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Terminalia superba","Terminalia superba","Accepted",FALSE,"Engl. & Diels","Terminalia","Combretaceae","wfo-0000408519"
"Tessmannia africana",53807,"Tessmannia","africana","Fabaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Tessmannia africana","Tessmannia africana","Accepted",FALSE,"Harms","Tessmannia","Fabaceae","wfo-0000170937"
"Tetraberlinia bifoliolata",53813,"Tetraberlinia","bifoliolata","Fabaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Tetraberlinia bifoliolata","Tetraberlinia bifoliolata","Accepted",FALSE,"(Harms) Hauman","Tetraberlinia","Fabaceae","wfo-0000171097"
"Tetrapleura tetraptera",53887,"Tetrapleura","tetraptera","Fabaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Tetrapleura tetraptera","Tetrapleura tetraptera","Accepted",FALSE,"(Schumach. & Thonn.) Taub.","Tetrapleura","Fabaceae","wfo-0000171351"
"Tetrorchidium didymostemon",53936,"Tetrorchidium","didymostemon","Euphorbiaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Tetrorchidium didymostemon","Tetrorchidium didymostemon","Accepted",FALSE,"(Baill.) Pax & K.Hoffm.","Tetrorchidium","Euphorbiaceae","wfo-0000321782"
"Thespesia garckeana",54131,"Thespesia","garckeana","Malvaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Thespesia garckeana","Thespesia garckeana","Accepted",FALSE,"F.Hoffm.","Thespesia","Malvaceae","wfo-0000455942"
"Thomandersia laurifolia",54178,"Thomandersia","laurifolia","Acanthaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Thomandersia laurifolia","Thomandersia laurifolia","Accepted",FALSE,"(T.Anderson ex Benth.) Baill.","Thomandersia","Thomandersiaceae","wfo-0000410191"
"Tiliacora funifera",54351,"Tiliacora","funifera","Menispermaceae","tree","broadleaved","evergreen","C3",1,4,"BET-Tr","Tiliacora funifera","Tiliacora funifera","Accepted",FALSE,"Oliv.","Tiliacora","Menispermaceae","wfo-0000456627"
"Treculia obovoidea",54666,"Treculia","obovoidea","Moraceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Treculia obovoidea","Treculia obovoidea","Accepted",FALSE,"N.E.Br.","Treculia","Moraceae","wfo-0000456676"
"Trema orientalis",54676,"Trema","orientalis","Ulmaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Trema orientalis","Trema orientale","Accepted",FALSE,"(L.) Blume","Trema","Cannabaceae","wfo-0000457758"
"Trichilia capitata",54741,"Trichilia","capitata","Meliaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Trichilia capitata","Trichilia capitata","Accepted",FALSE,"Klotzsch","Trichilia","Meliaceae","wfo-0000455548"
"Trichilia dregeana",54747,"Trichilia","dregeana","Meliaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Trichilia dregeana","Trichilia dregeana","Accepted",FALSE,"Harv. & Sond.","Trichilia","Meliaceae","wfo-0000455439"
"Trichilia emetica",54750,"Trichilia","emetica","Meliaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Trichilia emetica","Trichilia emetica","Accepted",FALSE,"Vahl","Trichilia","Meliaceae","wfo-0000455454"
"Trichilia monadelpha",54767,"Trichilia","monadelpha","Meliaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Trichilia monadelpha","Trichilia monadelpha","Accepted",FALSE,"(Thonn.) J.J.de Wilde","Trichilia","Meliaceae","wfo-0000455475"
"Trichilia prieuriana",54777,"Trichilia","prieuriana","Meliaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Trichilia prieuriana","Trichilia prieureana","Accepted",FALSE,"A.Juss.","Trichilia","Meliaceae","wfo-0000455707"
"Trichilia welwitschii",54796,"Trichilia","welwitschii","Meliaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Trichilia welwitschii","Trichilia welwitschii","Accepted",FALSE,"C.DC.","Trichilia","Meliaceae","wfo-0000455773"
"Trichocladus crinitus",54801,"Trichocladus","crinitus","Hamamelidaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Trichocladus crinitus","Trichocladus crinitus","Accepted",FALSE,"(Thunb.) Pers.","Trichocladus","Hamamelidaceae","wfo-0001065241"
"Trichocladus ellipticus",54802,"Trichocladus","ellipticus","Hamamelidaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Trichocladus ellipticus","Trichocladus ellipticus","Accepted",FALSE,"Eckl. & Zeyh.","Trichocladus","Hamamelidaceae","wfo-0000413901"
"Trichoscypha patens",54850,"Trichoscypha","patens","Anacardiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Trichoscypha patens","Trichoscypha patens","Accepted",FALSE,"Engl.","Trichoscypha","Anacardiaceae","wfo-0001050823"
"Tridesmostemon omphalocarpoides",54912,"Tridesmostemon","omphalocarpoides","Sapotaceae","tree","broadleaved","evergreen",NA,0,3,"BET-Tr","Tridesmostemon omphalocarpoides","Tridesmostemon omphalocarpoides","Accepted",FALSE,"Engl.","Tridesmostemon","Sapotaceae","wfo-0000328148"
"Trilepisium madagascariense",55072,"Trilepisium","madagascariense","Moraceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Trilepisium madagascariense","Trilepisium madagascariense","Accepted",FALSE,"DC.","Trilepisium","Moraceae","wfo-0000456825"
"Trilepisium phoberos",60551,"Trilepisium","phoberos","Moraceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Trilepisium phoberos","Trilepisium","Accepted",FALSE,"Thouars","Trilepisium","Moraceae","wfo-4000039187"
"Turraea holstii",55366,"Turraea","holstii","Meliaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Turraea holstii","Turraea holstii","Accepted",FALSE,"Gürke","Turraea","Meliaceae","wfo-0000455613"
"Turraeanthus africanus",55374,"Turraeanthus","africanus","Meliaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Turraeanthus africanus","Turraeanthus africanus","Accepted",FALSE,"(Welw. ex C.DC.) Pellegr.","Turraeanthus","Meliaceae","wfo-0001083600"
"Uapaca guineensis",55412,"Uapaca","guineensis","Euphorbiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Uapaca guineensis","Uapaca guineensis","Accepted",FALSE,"Müll.Arg.","Uapaca","Phyllanthaceae","wfo-0000329039"
"Uapaca kirkiana",55414,"Uapaca","kirkiana","Euphorbiaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Uapaca kirkiana","Uapaca kirkiana","Accepted",FALSE,"Müll.Arg.","Uapaca","Phyllanthaceae","wfo-0000329049"
